segment,trial,r2,abs_bias_gt63,bias_gt63,pr_auc_troncon,pr_auc_tour,mae_gt63,mae_global,is_pareto,hp_max_depth,hp_learning_rate,hp_n_estimators,hp_subsample,hp_colsample_bytree,hp_min_child_weight,hp_reg_lambda,hp_reg_alpha,hp_gamma
haut,16,0.5109044383257375,44.941124000760816,-44.941124000760816,0.3368994971702927,0.3482167931743097,45.39024903226283,4.717568540328191,False,4,0.04455354335545168,547,0.7560076951730083,0.8642396983313833,2,4.180613426783929,0.054438052782393664,3.100744538922787
haut,17,0.49661937133164524,45.867255514860155,-45.867255514860155,0.32253110647411626,0.3327534801350419,46.148962072595474,4.760956955130705,False,5,0.01699755455093002,315,0.8119999670797805,0.9387595581939963,3,0.4105245223196716,0.6630226367398343,4.971302190694782
haut,18,0.5024485896723498,45.112103033474376,-45.112103033474376,0.338174385076685,0.34906923707653265,45.329383439811004,4.746525017822387,False,4,0.04498586362773258,305,0.8877335644678519,0.8569632013032107,10,3.6277148318110717,1.4607356525568267,4.897375328464072
haut,19,0.46685011705335,45.581018627651275,-45.581018627651275,0.26875746178424864,0.2645404689118063,46.09994580188105,5.032066998601588,False,9,0.16522729299476807,509,0.753812671352131,0.764088169035724,6,1.020914931801977,0.8363081645641485,2.959839009617597
haut,20,0.5042825832022999,43.92153801599878,-43.92153801599878,0.30842823457229157,0.3013800339378688,44.36121332865629,4.771393665450004,False,6,0.09449253140641657,496,0.7181070128694798,0.9986739070828522,2,4.376632633804964,1.3144831327751545,3.7384907688983535
haut,21,0.48458889273521377,40.72377978140308,-40.72377978140308,0.30331894678154486,0.3054182898005053,41.51005895522333,5.030915739865399,True,6,0.2550862659003965,194,0.6682848961792818,0.6007925610464183,3,3.418578056281653,0.49768625436581193,4.527989888400473
haut,22,0.48445954968617877,43.447993215870476,-43.447993215870476,0.30961370355744056,0.29631745050674807,44.0947528889583,4.933992336722615,False,7,0.18792778714344047,181,0.6645942811956727,0.6221755001456812,3,3.5031122233487473,0.5034628323104798,4.6070893781549245
haut,23,0.4839144190417196,42.21442898730597,-42.21442898730597,0.2868721876524365,0.293812736233972,42.669971767043876,5.096081949874632,False,6,0.21434175817277726,301,0.6877508523926401,0.6016848186641753,3,4.088174443664646,0.31368235414938883,4.023612648340495
haut,24,0.4561078302445414,45.374743969690414,-45.374743969690414,0.26658174581253435,0.2579859556432732,45.5884120546041,5.103023491828954,False,7,0.29940214978875335,183,0.7929654909696923,0.7170124893949837,5,4.532938072682896,0.45798369553627505,4.598016552038014
haut,25,0.5044990000177159,43.08972755908486,-43.08972755908486,0.3419889314943457,0.35254960102625627,44.07267797884922,4.785077787537975,False,4,0.11926766231687765,288,0.7345647598599971,0.6380100763237267,5,3.2147070242497087,0.738913437639446,4.102228044408379
